,Date,Close,High,Low,Open,Volume,future_5d_return,vol_20d,rsi,vol_chg,ret_5d,ret_10d,ret_20d,vol_10d,vol_ratio,vol_10d_lag1,vol_10d_lag5,vol_20d_lag1,vol_20d_lag5
0,2014-01-02,19.898500442504883,19.968000411987305,19.701000213623047,19.940000534057617,42756000,0.0076387880426109,,,,,,,,,,,,
1,2014-01-03,19.82200050354004,20.135499954223636,19.81100082397461,19.914499282836918,44204000,0.0030773340266581,,,0.03386659182336982,,,,,,,,,
2,2014-01-06,19.68149948120117,19.850000381469727,19.42099952697754,19.792499542236328,63412000,-0.0067321951231803,,,0.43453081169124963,,,,,,,,,
3,2014-01-07,19.901500701904297,19.92350006103516,19.714500427246094,19.75200080871582,38320000,-0.0012310575747753,,,-0.39569797514665994,,,,,,,,,
4,2014-01-08,20.09600067138672,20.149999618530277,19.802000045776367,19.92350006103516,46330000,-0.0150527349229676,,,0.20902922755741127,,,,,,,,,
5,2014-01-09,20.050500869750977,20.34449958801269,19.92200088500977,20.18549919128418,42060000,-0.0129921918617321,,,-0.09216490394992449,0.007638788042610978,,,,,,,,
6,2014-01-10,19.882999420166016,20.1879997253418,19.690000534057617,20.12649917602539,53590000,0.0049036790351268,,,0.2741321921065145,0.0030773340266581073,,,,,,,,
7,2014-01-13,19.548999786376957,19.98900032043457,19.42250061035156,19.89900016784668,56898000,0.0411019048509235,,,0.06172793431610368,-0.006732195123180018,,,,,,,,
8,2014-01-14,19.87700080871582,19.93149948120117,19.56450080871582,19.60650062561035,46802000,0.0176082135071213,,,-0.1774403318218567,-0.0012310575747753738,,,,,,,,
9,2014-01-15,19.793500900268555,19.965499877929688,19.62649917602539,19.94700050354004,53566000,0.0101042689011172,,,0.1445237383017819,-0.015052734922967659,,,,,,,,
10,2014-01-16,19.790000915527344,19.964500427246094,19.47050094604492,19.68400001525879,52024000,-0.0207176218187565,,,-0.028786917074263507,-0.012992191861732172,-0.005452648418961981,,0.01021587982722118,,,,,
11,2014-01-17,19.980499267578125,20.17449951171875,19.683000564575195,19.71299934387207,90102000,-0.0333575293903815,,,0.7319314162694142,0.0049036790351268955,0.007996103320135672,,0.010606467380303993,,0.01021587982722118,,,
12,2014-01-21,20.352500915527344,20.38999938964844,20.07999992370605,20.149999618530277,62442000,-0.0310035863119615,,,-0.306985416527935,0.041101904850923354,0.03409300368435253,,0.011543277470537478,,0.010606467380303993,,,
13,2014-01-22,20.226999282836918,20.402999877929688,20.100000381469727,20.399999618530277,41210000,-0.0502793411985339,,,-0.34002754556228176,0.017608213507121606,0.01635547920773006,,0.011550774853164338,,0.011543277470537478,,,
14,2014-01-23,19.99349975585937,20.308500289916992,19.88949966430664,20.049999237060547,60508000,0.0078525315692508,,51.88865050239378,0.46828439699102153,0.010104268901117042,-0.005100562903209482,,0.01185498810795619,,0.011550774853164338,,,
15,2014-01-24,19.3799991607666,20.01000022888184,19.363500595092773,19.90800094604492,89168000,-0.0745871766131096,,42.758838344384515,0.47365637601639454,-0.020717621818756582,-0.03344064636290067,,0.01525727604143119,,0.01185498810795619,0.01021587982722118,,
16,2014-01-27,19.31399917602539,19.70499992370605,19.02449989318848,19.524999618530277,78736000,-0.1038882894477221,,43.828720044584855,-0.11699264310066393,-0.0333575293903815,-0.02861742497278985,,0.015154697257041543,,0.01525727604143119,0.010606467380303993,,
17,2014-01-28,19.72150039672852,19.73699951171875,19.356000900268555,19.3700008392334,57890000,-0.1178409991889549,,47.15639753304565,-0.2647581792318634,-0.031003586311961318,0.008824012084330368,,0.015979908939352548,,0.015154697257041543,0.011543277470537478,,
18,2014-01-29,19.209999084472656,19.64249992370605,19.16200065612793,19.607999801635746,67646000,-0.0982560617150927,,37.27742616842702,0.16852651580583866,-0.050279341198534055,-0.03355645706623367,,0.01697016022807568,,0.015979908939352548,0.011550774853164338,,
19,2014-01-30,20.15049934387207,20.3125,19.38500022888184,19.688499450683597,209478000,-0.120145882524434,,51.142315797546814,2.0966797741182037,0.007852531569251031,0.018036144560898304,,0.023657359269646287,3.229839138660224,0.01697016022807568,0.01185498810795619,,
20,2014-01-31,17.934499740600586,18.772499084472656,17.88800048828125,18.58799934387207,323096000,0.0066631975031381,0.030494754315704253,34.837769364004856,0.5423863126438098,-0.07458717661310965,-0.09375952951426703,-0.09870094018286046,0.04265251690548386,4.096351020170119,0.023657359269646287,0.01525727604143119,,
21,2014-02-03,17.3075008392334,18.042499542236328,17.0049991607666,17.948999404907227,205616000,0.0425249184080209,0.031232545833709043,33.31846670665797,-0.3636071012949712,-0.1038882894477221,-0.13378036216953482,-0.12685398044751195,0.042826056929575744,2.3649055089039357,0.04265251690548386,0.015154697257041543,0.030494754315704253,
22,2014-02-04,17.397499084472656,17.700000762939453,17.201000213623047,17.47949981689453,96258000,0.0397759091357592,0.03133642200594914,30.869521837011447,-0.5318554976266439,-0.11784099918895508,-0.14519109191147395,-0.1160480886585944,0.04191186762400467,1.086592840936029,0.042826056929575744,0.015979908939352548,0.031232545833709043,
23,2014-02-05,17.322500228881836,17.4685001373291,16.886499404907227,17.299999237060547,88708000,0.008081938969469,0.031088759974284463,30.910069338840856,-0.07843503916557582,-0.09825606171509271,-0.14359515286182944,-0.12958824119106183,0.04195812951189269,0.9736747363522211,0.04191186762400467,0.01697016022807568,0.03133642200594914,
24,2014-02-06,17.72949981689453,17.740999221801758,17.3700008392334,17.3700008392334,66714000,0.0073606584959986,0.03161233159909929,35.015626638466784,-0.24793705190061777,-0.12014588252443403,-0.11323680029062166,-0.11775979177099061,0.04366590792078224,0.7241635332632841,0.04195812951189269,0.023657359269646287,0.031088759974284463,
25,2014-02-07,18.054000854492188,18.09000015258789,17.624500274658203,17.948999404907227,86610000,-0.0103301506862397,0.032063004797234756,36.25795170500774,0.2982282579368649,0.006663197503138152,-0.06842096819894616,-0.09957357316049853,0.04396545796486986,0.9179348638253539,0.04366590792078224,0.04265251690548386,0.03161233159909929,0.030494754315704253
26,2014-02-10,18.043500900268555,18.25,17.967500686645508,18.08049964904785,68994000,-0.0200072071950173,0.032063764224012546,32.6338766082135,-0.2033945271908556,0.04252491840802097,-0.06578121207201426,-0.09251614814371412,0.04399412598417928,0.7253112539199124,0.04396545796486986,0.042826056929575744,0.032063004797234756,0.031232545833709043
27,2014-02-11,18.089500427246094,18.180500030517575,17.8125,18.09199905395508,64442000,-0.0398297868392051,0.03195958169737748,33.72916718087802,-0.06597675160158856,0.039775909135759235,-0.08275232292940293,-0.07465851834260795,0.043112889565418644,0.674781807425092,0.04399412598417928,0.04191186762400467,0.032063764224012546,0.03133642200594914
28,2014-02-12,17.462499618530273,17.887500762939453,17.31599998474121,17.821500778198242,131754000,0.0015748119220406,0.03232092635258905,31.822750817581948,1.044536172061699,0.008081938969469071,-0.0909682222397854,-0.12147210806203812,0.043607811825519226,1.3208672646396271,0.043112889565418644,0.04195812951189269,0.03195958169737748,0.031088759974284463
29,2014-02-13,17.860000610351562,17.860000610351562,17.325000762939453,17.385000228881836,83500000,-0.0292273935409018,0.03295336812138899,38.73407585909145,-0.3662431501130895,0.007360658495998651,-0.11366957683939816,-0.09768359319855124,0.04043770795262171,0.8247337147191757,0.043607811825519226,0.04366590792078224,0.03232092635258905,0.03161233159909929
30,2014-02-14,17.86750030517578,17.966999053955078,17.667499542236328,17.966999053955078,70404000,-0.0155869370933107,0.03295784352674661,39.18505517121789,-0.1568383233532934,-0.01033015068623977,-0.0037357850173612706,-0.09714504908603405,0.02076624670609176,0.6891286346044293,0.04043770795262171,0.04396545796486986,0.03295336812138899,0.032063004797234756
31,2014-02-18,17.6825008392334,17.786500930786133,17.47249984741211,17.763999938964844,99960000,0.0132051189535056,0.0328076974228044,34.2304709131467,0.4198056928583602,-0.020007207195017362,0.021666906359463223,-0.115012062389934,0.01736641056237809,0.9737308914079646,0.02076624670609176,0.04399412598417928,0.03295784352674661,0.032063764224012546
32,2014-02-19,17.368999481201172,17.726999282836914,17.30500030517578,17.631999969482422,83362000,0.0357533714356497,0.03240216989292447,35.31195065179175,-0.16604641856742697,-0.03982978683920513,-0.0016381436856588438,-0.1465913917267041,0.018420137451881653,0.8038556373170612,0.01736641056237809,0.043112889565418644,0.0328076974228044,0.03195958169737748
33,2014-02-20,17.489999771118164,17.523000717163086,17.2189998626709,17.440000534057617,69856000,0.0295311880950035,0.03256065527622417,25.580537930252106,-0.16201626640435696,0.0015748119220406753,0.00966947842535193,-0.13531416466906,0.018472750234619285,0.6644409568649832,0.018420137451881653,0.043607811825519226,0.03240216989292447,0.03232092635258905
