Date,Close,High,Low,Open,Volume,daily_return,future_5d_return,ret_5d_past,ret_5d_future,vol_20d,rsi,rsi_bucket,vol_chg
2014-01-02,19.898500442504883,19.968000411987305,19.701000213623047,19.940000534057617,42756000,,0.007638788042610978,,0.007638788042610978,,,,
2014-01-03,19.82200050354004,20.135499954223633,19.81100082397461,19.914499282836914,44204000,-0.003844507739961811,0.0030773340266581073,,0.0030773340266581073,,,,0.03386659182336982
2014-01-06,19.681499481201172,19.850000381469727,19.42099952697754,19.792499542236328,63412000,-0.007088135343038426,-0.006732195123180351,,-0.006732195123180351,,,,0.43453081169124963
2014-01-07,19.901500701904297,19.923500061035156,19.714500427246094,19.75200080871582,38320000,0.01117807212368449,-0.0012310575747753738,,-0.0012310575747753738,,,,-0.39569797514665994
2014-01-08,20.09600067138672,20.149999618530273,19.802000045776367,19.923500061035156,46330000,0.009773130800322605,-0.015052734922967659,,-0.015052734922967659,,,,0.20902922755741127
2014-01-09,20.050500869750977,20.344499588012695,19.922000885009766,20.18549919128418,42060000,-0.0022641222191301935,-0.012992191861732172,0.007638788042610978,-0.012992191861732172,,,,-0.09216490394992449
2014-01-10,19.882999420166016,20.187999725341797,19.690000534057617,20.12649917602539,53590000,-0.008353978320694289,0.0049036790351268955,0.0030773340266581073,0.0049036790351268955,,,,0.2741321921065145
2014-01-13,19.548999786376953,19.98900032043457,19.422500610351562,19.89900016784668,56898000,-0.016798251950372656,0.041101904850923576,-0.006732195123180351,0.041101904850923576,,,,0.06172793431610368
2014-01-14,19.87700080871582,19.931499481201172,19.56450080871582,19.60650062561035,46802000,0.01677840431342381,0.017608213507121384,-0.0012310575747753738,0.017608213507121384,,,,-0.1774403318218567
2014-01-15,19.793500900268555,19.965499877929688,19.62649917602539,19.94700050354004,53566000,-0.004200830359208485,0.010104268901117264,-0.015052734922967659,0.010104268901117264,,,,0.1445237383017819
2014-01-16,19.790000915527344,19.964500427246094,19.470500946044922,19.68400001525879,52024000,-0.0001768249466754801,-0.020717621818756582,-0.012992191861732172,-0.020717621818756582,,,,-0.028786917074263507
2014-01-17,19.980499267578125,20.17449951171875,19.683000564575195,19.71299934387207,90102000,0.009625990057499978,-0.0333575293903815,0.0049036790351268955,-0.0333575293903815,,,,0.7319314162694142
2014-01-21,20.352500915527344,20.389999389648438,20.079999923706055,20.149999618530273,62442000,0.018618235859243937,-0.03100358631196154,0.041101904850923576,-0.03100358631196154,,,,-0.306985416527935
2014-01-22,20.226999282836914,20.402999877929688,20.100000381469727,20.399999618530273,41210000,-0.006166398577320931,-0.050279341198533944,0.017608213507121384,-0.050279341198533944,,,,-0.34002754556228176
2014-01-23,19.993499755859375,20.308500289916992,19.88949966430664,20.049999237060547,60508000,-0.011543952897435927,0.007852531569250809,0.010104268901117264,0.007852531569250809,,51.88865050239385,"(50, 70]",0.46828439699102153
2014-01-24,19.3799991607666,20.010000228881836,19.363500595092773,19.908000946044922,89168000,-0.030685002755106883,-0.07458717661310965,-0.020717621818756582,-0.07458717661310965,,42.758838344384515,"(30, 50]",0.47365637601639454
2014-01-27,19.31399917602539,19.704999923706055,19.024499893188477,19.524999618530273,78736000,-0.0034055721155459295,-0.1038882894477221,-0.0333575293903815,-0.1038882894477221,,43.8287200445848,"(30, 50]",-0.11699264310066393
2014-01-28,19.721500396728516,19.73699951171875,19.356000900268555,19.3700008392334,57890000,0.0210987489949237,-0.11784099918895496,-0.03100358631196154,-0.11784099918895496,,47.15639753304559,"(30, 50]",-0.2647581792318634
2014-01-29,19.209999084472656,19.642499923706055,19.16200065612793,19.607999801635742,67646000,-0.025936227060123107,-0.09825606171509271,-0.050279341198533944,-0.09825606171509271,,37.27742616842702,"(30, 50]",0.16852651580583866
2014-01-30,20.15049934387207,20.3125,19.385000228881836,19.688499450683594,209478000,0.048958891422312245,-0.12014588252443403,0.007852531569250809,-0.12014588252443403,,51.142315797546814,"(50, 70]",2.0966797741182037
2014-01-31,17.934499740600586,18.772499084472656,17.88800048828125,18.58799934387207,323096000,-0.10997244115170712,0.006663197503138152,-0.07458717661310965,0.006663197503138152,0.030494754315704274,34.837769364004856,"(30, 50]",0.5423863126438098
2014-02-03,17.3075008392334,18.042499542236328,17.0049991607666,17.948999404907227,205616000,-0.034960490141120126,0.04252491840802097,-0.1038882894477221,0.04252491840802097,0.03123254583370906,33.318466706657986,"(30, 50]",-0.3636071012949712
2014-02-04,17.397499084472656,17.700000762939453,17.201000213623047,17.47949981689453,96258000,0.005199956138973283,0.039775909135759235,-0.11784099918895496,0.039775909135759235,0.03133642200594916,30.869521837011405,"(30, 50]",-0.5318554976266439
2014-02-05,17.322500228881836,17.4685001373291,16.886499404907227,17.299999237060547,88708000,-0.004310898665760399,0.008081938969469071,-0.09825606171509271,0.008081938969469071,0.03108875997428448,30.910069338840827,"(30, 50]",-0.07843503916557582
2014-02-06,17.72949981689453,17.740999221801758,17.3700008392334,17.3700008392334,66714000,0.023495429795642453,0.007360658495998651,-0.12014588252443403,0.007360658495998651,0.03161233159909931,35.01562663846677,"(30, 50]",-0.24793705190061777
2014-02-07,18.054000854492188,18.09000015258789,17.624500274658203,17.948999404907227,86610000,0.018302887331792528,-0.01033015068623977,0.006663197503138152,-0.01033015068623977,0.03206300479723478,36.25795170500774,"(30, 50]",0.2982282579368649
2014-02-10,18.043500900268555,18.25,17.967500686645508,18.08049964904785,68994000,-0.0005815860045791377,-0.020007207195017362,0.04252491840802097,-0.020007207195017362,0.03206376422401257,32.63387660821347,"(30, 50]",-0.2033945271908556
2014-02-11,18.089500427246094,18.180500030517578,17.8125,18.091999053955078,64442000,0.0025493681759316544,-0.03982978683920513,0.039775909135759235,-0.03982978683920513,0.031959581697377504,33.72916718087802,"(30, 50]",-0.06597675160158856
2014-02-12,17.462499618530273,17.887500762939453,17.31599998474121,17.821500778198242,131754000,-0.034661035070456814,0.0015748119220406753,0.008081938969469071,0.0015748119220406753,0.03232092635258907,31.822750817581905,"(30, 50]",1.044536172061699
2014-02-13,17.860000610351562,17.860000610351562,17.325000762939453,17.385000228881836,83500000,0.022763121002418396,-0.02922739354090187,0.007360658495998651,-0.02922739354090187,0.03295336812138902,38.73407585909145,"(30, 50]",-0.3662431501130895
2014-02-14,17.86750030517578,17.966999053955078,17.667499542236328,17.966999053955078,70404000,0.00041991570929011957,-0.015586937093310715,-0.01033015068623977,-0.015586937093310715,0.03295784352674664,39.185055171217876,"(30, 50]",-0.1568383233532934
2014-02-18,17.6825008392334,17.786500930786133,17.47249984741211,17.763999938964844,99960000,-0.010353964616348299,0.013205118953505623,-0.020007207195017362,0.013205118953505623,0.03280769742280443,34.23047091314672,"(30, 50]",0.4198056928583602
2014-02-19,17.368999481201172,17.726999282836914,17.30500030517578,17.631999969482422,83362000,-0.017729469427573252,0.03575337143564972,-0.03982978683920513,0.03575337143564972,0.0324021698929245,35.31195065179175,"(30, 50]",-0.16604641856742697
